N Pedido;Nmero de parte;Fecha de pedido;Proveedor;Nombre del proveedor;Cant. del Pedido;Cantidad recibida;presupuesto pedido;presupuesto pendiente ;Estado Pedido;Descripcion del articulo
18754;90000042;16-03-2023;86397000-8;DIPROMED S A;4500;1500;$1.740.375;$1.160.250;Abierto;ESCOBILLAS DE ASEPSIA ESPONJA
18755;28000946;16-03-2023;76012551-2;IMPORTADORA MEGA MARKET LIMITADA;300;300;$355.215;$0;Completado;SABANA CUBREFALLECIDO
18756;2175260330;16-03-2023;77190880-2;SOCIEDAD IMPORTADORA OPTIVISION LTDA;400;400;$3.089.240;$0;Completado;ACEITE DE ACIDOS GRASOS ESENCIALES HIPEROXIGENADO
18757;2250000034;16-03-2023;81210400-4;Reutter SA;8000;8000;$1.285.200;$0;Completado;APOSITO GASA 10X20 ESTERIL
18758;120180958;16-03-2023;10723538-8;MAURICIO IVAN CARCAMO CARRASCO;1;1;$3.000;$0;Completado;CANDADO GRANDE
18758;120187003;16-03-2023;10723538-8;MAURICIO IVAN CARCAMO CARRASCO;4;4;$12.000;$0;Completado;CANDADO MEDIANO
18759;2250000036;16-03-2023;81210400-4;Reutter SA;500;500;$952.000;$0;Completado;APOSITO GASA 20X1.5 MT ESTERIL ENV. MIXTO
18760;3472302000;16-03-2023;99593170-2;CEGAMED CHILE S A;30000;30000;$1.963.500;$0;Completado;ELECTRODO DES. AD.
18761;2170000020;16-03-2023;96604460-8;Ecolab S.A;480;480;$5.140.800;$0;Completado;CLORHEXIDINA SOL. 2  1L
18762;2165622000;16-03-2023;91546000-3;LABORATORIO SANDERSON SA;5000;5000;$981.750;$0;Completado;SODIO CLORURO 10   20 ML
18763;240000213;16-03-2023;77393671-4;STATUS SPA;3;3;$392.700;$0;Completado;ESCRITORIO CON CAJONES
18764;2131215000;16-03-2023;91575000-1;SOCOFAR S.A.;700;700;$975.443;$0;Completado;CIPROFLOXACINO 200 MG 100 ML
18765;2146874000;16-03-2023;76956140-4;Ethon Pharmaceuticals Ltda.;1200;1000;$12.852;$2.142;Completado;PROPANOLOL 40 MG
18766;2189991935;16-03-2023;91546000-3;LABORATORIO SANDERSON SA;3325;3325;$1.978.375;$0;Completado;GLUCOSA 5  100 ML.
18767;2250001700;16-03-2023;96625950-7;TECNIKA S.A.;2000;2000;$1.142.400;$0;Completado;PA AL SABANILLA DES. AD.
18768;2137400000;16-03-2023;96519830-K;BPH S.A.;850;850;$1.861.160;$0;Completado;VANCOMICINA CLORH. 500 MG
18769;2140160000;16-03-2023;96884770-8;ITF LABOMED FARMACEUTICA LTDA.;12000;12000;$142.800;$0;Completado;ACIDO FOLICO 1 MG
18770;2142140009;16-03-2023;76786297-0;ADN FARMACEUTICA;1500;1000;$233.835;$77.945;Abierto;OLANZAPINA 10 MG CM
18771;2140009457;16-03-2023;76786297-0;ADN FARMACEUTICA;4000;0;$52.373;$52.373;Completado;DICLOFENACO 50 MG
18772;3450000033;16-03-2023;76219790-1;INSUMOS MEDICOS AIMEC LIMITADA;72;0;$6.760.152;$6.760.152;Abierto;KIT SCHANTZ CON HIDROXIAPATITA DIFERENTES MEDIDAS
18773;80000041;16-03-2023;76202065-3;MG PUBLICIDAD Y EVENTOS SPA;100;100;$648.312;$0;Completado;PAPEL ALUSA FILM  30 CMS X 300 MT
18773;90000536;16-03-2023;76202065-3;MG PUBLICIDAD Y EVENTOS SPA;12000;12000;$594.048;$0;Completado;BOLSA NEGRA 70X90  EN UNIDADES
18773;99600792;16-03-2023;76202065-3;MG PUBLICIDAD Y EVENTOS SPA;12000;12000;$981.036;$0;Completado;BOLSA NEGRA DE BASURA 80X110 CM APROX X UNIDAD
18773;90090007;16-03-2023;76202065-3;MG PUBLICIDAD Y EVENTOS SPA;200;200;$192.066;$0;Completado;LIMPIADOR DESINFECTANTE DE PISO 900ML
18774;100000504;16-03-2023;76489495-2;COMERCIAL MAQUISERVI LIMITADA;16000;16000;$1.009.120;$0;Completado;VASO 330.  CC  DESECHABLE
18775;240000089;16-03-2023;77359651-4;MEBAC Limitada;2;2;$299.999;$0;Completado;SILLA C  APOYA CABEZA
18776;2180000830;16-03-2023;91546000-3;LABORATORIO SANDERSON SA;300;0;$380.205;$380.205;Abierto;SODIO BICARBONATO 1 6 M. 500 ML
18777;2250000032;17-03-2023;81210400-4;Reutter SA;6000;6000;$1.877.820;$0;Completado;APOSITO GASA 20X25   20X30 ESTERIL
18778;3400000200;17-03-2023;76209836-9;ARTICULOS MEDICOS Y QUIRURGICOS CHILE S.A.;40;40;$1.693.084;$0;Completado;HOJA DERMATOMO ZIMMER CAT. 8800 000 10
18779;2127300001;17-03-2023;89807200-2;FARMACIAS CRUZ VERDE S.A.;60;60;$10.014;$0;Completado;CLONAZEPAM 2 MG
18780;2187506000;17-03-2023;91546000-3;LABORATORIO SANDERSON SA;500;500;$279.650;$0;Completado;GLUCOSA 5   500 ML
18781;2132130001;17-03-2023;61608406-2;HOSPITAL DEL SALVADOR;100;100;$16.660.000;$0;Completado;ANFOTERICINA B LIPOSOMAL 50 MG
18782;2160496000;17-03-2023;76830090-9;FARMACEUTICA CARIBEAN LTDA;1200;800;$701.148;$233.716;Abierto;BUPIVACAINA 0.5O   10 ML
18783;2628580000;17-03-2023;61608700-2;Cenabast;100;100;$124.736;$0;Completado;ATRACURIO BESIL. 25 MG 2.5 ML
18784;2245138060;17-03-2023;77237150-0;COMERCIAL KENDALL  CHILE  LTDA;11;11;$1.799.875;$0;Completado;STAPLER GIA 60 3.8  REF GIA6038S 
18785;2242999012;17-03-2023;77237150-0;COMERCIAL KENDALL  CHILE  LTDA;8;8;$1.793.187;$0;Completado;ENDO GIA UNIV. 12 MM DISP.  REF EGIAUSTND 
18786;2229963969;17-03-2023;96625950-7;TECNIKA S.A.;100;100;$464.100;$0;Completado;CANULA NASOFARINGEA N  7
18787;2250000808;17-03-2023;76209836-9;ARTICULOS MEDICOS Y QUIRURGICOS CHILE S.A.;600;350;$1.963.500;$818.125;Abierto;TEJIDO SIN TEJER AUTOADH. 5CMX10M
18788;2242240032;17-03-2023;77237150-0;COMERCIAL KENDALL  CHILE  LTDA;9;9;$1.788.302;$0;Completado;ENDO GIA 45 MM DORADA  REF EGIA45AVM 
18789;240000213;17-03-2023;76908497-5;MUEBLECO SPA;3;3;$332.970;$0;Completado;ESCRITORIO CON CAJONES
18790;2257240000;17-03-2023;76592530-4;Flexing Chile SPA;100000;100000;$5.297.880;$0;Completado;GUANTE VINILO MEDIANO
18791;2250000783;17-03-2023;81210400-4;Reutter SA;4500;4500;$2.034.900;$0;Completado;MASCARILLA N95 CRAMBERRY
18792;90000619;17-03-2023;79744580-0;Blunding S.A.;32000;32000;$5.902.400;$0;Completado;PECHERA CON MANGA DESECHABLE
18793;2139925026;17-03-2023;61608605-7;Direcci n de Atenci n Primaria SSMC;4260;4260;$4.260;$0;Completado;NIRMATRELVIR RITONAVIR 150 100MG 
18794;2240000397;17-03-2023;93366000-1;COMERCIAL IBF LIMITADA;15000;12000;$1.588.650;$317.730;Completado;JERINGA DES. EST. 20 CC EMBUTIDA AG21GX1.5
18795;2252250002;17-03-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;1620;1620;$6.361.740;$0;Completado;BAJADA INFUSION MONOCANAL
18796;2255826522;17-03-2023;86821000-1;INMED DROGUERIA LIMITADA;4500;4500;$1.124.550;$0;Completado;BAJADA INFUSION STANDARD
18797;3406265403;17-03-2023;76215260-6;NEMO CHILE S.A.;480;480;$925.344;$0;Completado;BANDEJA CURACION ATENCION PRIMARIA DESECH. 888117
18798;3409690703;17-03-2023;84609600-0;MADEGOM S.A.;300;300;$303.450;$0;Completado;KIT PROCEDIMIENTO AREA LIMPIA ESTERIL 05 COD. 4005
18799;3409690704;17-03-2023;84609600-0;MADEGOM S.A.;455;455;$1.618.936;$0;Completado;KIT SUTURA ESTERIL 
18800;3409690705;17-03-2023;76215260-6;NEMO CHILE S.A.;2000;2000;$982.940;$0;Completado;KIT RI ON COD 15001
18801;3479599116;17-03-2023;78233420-4;Hospitalia Productos Medicos Ltda.;250;250;$535.500;$0;Completado;HUMIDIFICADOR PRECARGADO CON ADAPTADOR
18802;2220000870;17-03-2023;86383300-0;MEDIPLEX S.A.;1000;1000;$1.130.500;$0;Completado;TUBO ASPIRACION 3 MTS ESTERIL
18803;2224241400;18-03-2023;78233420-4;Hospitalia Productos Medicos Ltda.;9000;9000;$8.889.300;$0;Completado;CONECTOR CLAVE CERRADO P LINEA V O ART
18804;3473470018;20-03-2023;59106780-K;GLOBAL HEALTHCARE CHILE L.P.;285;285;$1.865.325;$0;Completado;CIRCUITO BIRRAMA DE VENTILACION MECANICA
18805;3473470012;20-03-2023;76994168-1;ADVANCED STERILIZATION PRODUCTS CHILE SPA;5;5;$3.094.000;$0;Completado;CASSETTES DE H202  25 CICLOS  [STERRAD 100S]
18806;29440195;20-03-2023;96625950-7;TECNIKA S.A.;80;80;$1.475.600;$0;Completado;PACK ROPA EXTREMIDAD SUPERIOR  TRAUMATOLOGIA 
18807;3473470091;20-03-2023;59106780-K;GLOBAL HEALTHCARE CHILE L.P.;269;269;$1.872.644;$0;Completado;INCENTIVADOR VOLUMETRICO 
18808;2220000121;20-03-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;90;90;$578.340;$0;Completado;CATETER TORACICO RECTO N  28
18809;3450009015;20-03-2023;96880660-2;Piezas y Metales S.A.;10;0;$392.700;$392.700;Abierto;ROTULA TUBO TUBO
18810;2144599677;20-03-2023;89807200-2;FARMACIAS CRUZ VERDE S.A.;20;20;$1.272;$0;Completado;ALOPURINOL 100 MG
18811;3473470145;20-03-2023;86383300-0;MEDIPLEX S.A.;30;30;$1.295.910;$0;Completado;CIRCUITO BASE HUMIDIFICADORA RT380 V60  MR850 
18812;3474261000;20-03-2023;76131542-0;MEDCORP S.A.;20;20;$3.808.000;$0;Completado;CANISTER SELLADO 1000 CC Y CONECCION TUBO
18813;3474261500;20-03-2023;76131542-0;MEDCORP S.A.;20;20;$2.380.000;$0;Completado;CANISTER SELLADO 500 CC Y CONECCION TUBO
18814;3470000366;20-03-2023;76112212-6;Equipos Medicos Zepeda y Cia. Ltda.;6;6;$157.430;$0;Completado;FILTRO REPROCES.MEDIVATORS MOD.MF01 0028
18815;2160000001;20-03-2023;61513003-6;Hospital Dipreca;5;0;$2.974.995;$2.974.995;Abierto;FIBRINOGENO 1G 
18816;3470000112;20-03-2023;76794670-8;COMERCIALIZADORA WILLIAM VILLALOBOS;10;10;$773.500;$0;Completado;GUIA HIDROFILICA COLANGIOGRAFIA
18817;3470000206;20-03-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;2;2;$547.400;$0;Completado;BALONES DILATACION 10 MM
18818;3452365329;20-03-2023;79744580-0;Blunding S.A.;1000;1000;$3.094.000;$0;Completado;INMOVILIZADOR MANOS Y PIES SIMPLE  PARES 
18819;2224110280;20-03-2023;96533330-4;HEMISFERIO SUR S.A.;200;200;$3.808.000;$0;Completado;CATETER P MONITOREO ART. INVASIVO G20 X 80
18820;2250000265;20-03-2023;81210400-4;Reutter SA;2100;2100;$1.799.280;$0;Completado;GUANTE QUIR. S LATEX ESTER. N 6 5
18821;3473470087;20-03-2023;79895670-1;PV EQUIP SA;6;6;$3.436.482;$0;Completado;KIT DE MONITOREO HEMODINAMICO  PARA TERMODILUCION 
18822;2192190569;21-03-2023;77009405-4;BOSTON SCIENTIFIC CHILE SPA;40;40;$452.200;$0;Completado;ADAPTADOR EN Y NEURO
18823;2256025920;21-03-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;20;20;$2.975.000;$0;Completado;CATETER DRENAJE MULTIPROPOSITO 10.2FRX25
18823;2192190388;21-03-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;10;10;$1.487.500;$0;Completado;CATETER DRENAJE MULTIPROPOSITO 12 x 25 CM
18824;2192190205;21-03-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;5;5;$327.250;$0;Completado;CATETER ANGIOGRAFICO VTK 5FR X 125 CM CATETER ANGI
18825;2192190017;21-03-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;5;0;$136.850;$136.850;Abierto;CATETER OMNI FLUSH 5FR  1.8MM  X 90CM  ANGIO 
18826;2192190383;21-03-2023;96612620-5;INTERNATIONAL MEDICAL PRODUCTS S A;20;19;$2.537.080;$126.854;Abierto;CATETER DRENAJE MULTIPROPOSITO 8.5 X 25 CM
18827;2192190215;21-03-2023;87590600-3;Comercializadora Terumo Chile Ltda.;8;8;$266.560;$0;Completado;CATETER SIMMONS 5FR X 100CM 
18828;2192190041;21-03-2023;87590600-3;Comercializadora Terumo Chile Ltda.;15;15;$2.856.000;$0;Completado;DISPOSITIVO DE CIERRE VASCULAR 8 FR X 2 
18829;3403400044;21-03-2023;87590600-3;Comercializadora Terumo Chile Ltda.;30;30;$321.300;$0;Completado;INTRODUCTOR ARTERIAL SIGMA 8 FR X 10CM
18830;2192190199;21-03-2023;87590600-3;Comercializadora Terumo Chile Ltda.;12;12;$2.427.600;$0;Completado;DISPOSITIVO DE CIERRE VASCULAR 6 FR X 2 PARA ANGIO
18831;2229963993;21-03-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;10;10;$595.000;$0;Completado;GUIA AMPLATZ 35 X 260 CM
18832;2192190201;21-03-2023;87590600-3;Comercializadora Terumo Chile Ltda.;15;15;$499.800;$0;Completado;CATETER HIDROFILICO ANGLE TAPER 5 FR 100CM
18833;10000171;21-03-2023;76299358-9;Servicios Integrados Sidapt Ltda;8000;7318;$6.704.000;$571.516;Abierto;AGUA MINERAL S GAS 1 5LT
18833;10000170;21-03-2023;76299358-9;Servicios Integrados Sidapt Ltda;4000;4000;$1.476.000;$0;Completado;AGUA MINERAL S GAS DE 500 CC
18834;2229963959;21-03-2023;96625950-7;TECNIKA S.A.;40;20;$266.084;$133.042;Abierto;MASCARA LARINGEA N  4 DESECH.
18835;3450166625;21-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$190.400;$0;Completado;O.Q. GUANTE PIE
18835;3450166470;21-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$261.800;$0;Completado;O.Q.CAMISETA SIN MANGAS
18835;3459993648;21-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$285.600;$0;Completado;O.Q.BERMUDA COMP. CON FAJA
18835;3459902733;21-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;1;1;$59.500;$0;Completado;O.Q.ARNES
18835;3459902820;21-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$273.700;$0;Completado;O.Q.PETO C MANGA LARGA
18835;3450166632;21-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$333.200;$0;Completado;O.Q. PANTALON
18835;3459902773;21-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;4;4;$309.400;$0;Completado;O.Q.MANGA LARGA
18835;3459993358;21-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;15;15;$267.750;$0;Completado;O.Q.INSERTO MIXTO CHICO
18835;3450166624;21-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;4;4;$499.800;$0;Completado;O.Q. GUANTE MANO COMPLETA
18835;3450166629;21-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$297.500;$0;Completado;O.Q.GUANTE MANGA BAJO CODO TIRAS INTERDIGITALES
18835;3403400080;21-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$380.800;$0;Completado;O.Q.CAMISETA MANGA LARGA
18835;3403400081;21-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;4;4;$523.600;$0;Completado;O.Q.BERMUDA
18835;3459902852;21-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$16.660;$0;Completado;O.Q.TIRANTES  PAR 
18835;3459900061;21-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$285.600;$0;Completado;O.Q.PANTALON PESCADOR
18835;3459992820;21-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$166.600;$0;Completado;O.Q.MENTONERA CON OREJAS
18835;3459993757;21-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;10;10;$238.000;$0;Completado;O.Q.INSERTO MIXTO MEDIANO
18835;3450166631;21-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$154.700;$0;Completado;O.Q. GUANTE SIN DEDOS
18836;2140009457;21-03-2023;76830090-9;FARMACEUTICA CARIBEAN LTDA;4000;500;$104.733;$91.641;Abierto;DICLOFENACO 50 MG
18837;2240000400;21-03-2023;76020266-5;CONVATEC CHILE S.A.;290;290;$1.841.799;$0;Completado;APOSITO 10 X10 C CARBON ACTIV. Y CALCIO ALGINATO
18838;2620941000;21-03-2023;96859930-5;LIBRA CHILE S A;10;10;$42.483;$0;Completado;FILGRASTIM 300 MCG JERINGA PRE LLENADA
18838;2620941000;21-03-2023;96859930-5;LIBRA CHILE S A;10;10;$42.483;$0;Completado;FILGRASTIM 300 MCG JERINGA PRE LLENADA
18838;2620941000;21-03-2023;96859930-5;LIBRA CHILE S A;10;10;$42.483;$0;Completado;FILGRASTIM 300 MCG JERINGA PRE LLENADA
18839;2133950000;21-03-2023;61608605-7;Direcci n de Atenci n Primaria SSMC;200;0;$9.000;$9.000;Abierto;ISONIAZIDA 100 MG
18840;2442440012;21-03-2023;79895670-1;PV EQUIP SA;250;250;$18.469;$0;Completado;SENSIDISCOS DE AMOXICILINA CLAVULANICO
18840;2440000496;21-03-2023;79895670-1;PV EQUIP SA;750;750;$55.406;$0;Completado;SENSIDISCO PENICILINA
18840;2440000245;21-03-2023;79895670-1;PV EQUIP SA;25;25;$118.988;$0;Completado;SENSIDISCO CEFINASE X 50
18840;2440000452;21-03-2023;79895670-1;PV EQUIP SA;750;750;$55.406;$0;Completado;SENSIDISCO CEFOTAXIMA
18840;2440000444;21-03-2023;79895670-1;PV EQUIP SA;250;250;$18.469;$0;Completado;SENSIDISCO AMPICILINA
18840;2440000500;21-03-2023;79895670-1;PV EQUIP SA;750;750;$55.406;$0;Completado;SENSIDISCO VANCOMICINA
18840;2440000474;21-03-2023;79895670-1;PV EQUIP SA;750;750;$55.406;$0;Completado;SENSIDISCO ERITROMICINA 15 MCG
18840;2440000466;21-03-2023;79895670-1;PV EQUIP SA;750;750;$55.406;$0;Completado;SENSIDISCO CLINDAMICINA 2 MCG
18840;2442440010;21-03-2023;79895670-1;PV EQUIP SA;250;250;$18.469;$0;Completado;SENSIDISCOS DE CEFEPIME DE 30 UG
18841;2132130033;21-03-2023;61608604-9;Hospital Clinico San Borja Arriarian;30;30;$67.830;$0;Completado;TENOFOVIR LAMIVUDINA DOLUTEGRAVIR 300 300 50mg TLD
18842;2132130033;21-03-2023;61608604-9;Hospital Clinico San Borja Arriarian;30;30;$67.830;$0;Completado;TENOFOVIR LAMIVUDINA DOLUTEGRAVIR 300 300 50mg TLD
18842;2132130011;21-03-2023;61608604-9;Hospital Clinico San Borja Arriarian;30;30;$198.000;$0;Completado;DOLUTEGRAVIR 50 MG
18843;2132130033;21-03-2023;61608604-9;Hospital Clinico San Borja Arriarian;30;30;$67.830;$0;Completado;TENOFOVIR LAMIVUDINA DOLUTEGRAVIR 300 300 50mg TLD
18844;2132130033;21-03-2023;61608604-9;Hospital Clinico San Borja Arriarian;30;30;$67.830;$0;Completado;TENOFOVIR LAMIVUDINA DOLUTEGRAVIR 300 300 50mg TLD
18845;2132130033;21-03-2023;61608604-9;Hospital Clinico San Borja Arriarian;30;30;$67.830;$0;Completado;TENOFOVIR LAMIVUDINA DOLUTEGRAVIR 300 300 50mg TLD
18846;2139695077;21-03-2023;61608604-9;Hospital Clinico San Borja Arriarian;30;30;$9.737;$0;Completado;RITONAVIR 100 MG CAP.  NORVIR 
18846;2134966030;21-03-2023;61608604-9;Hospital Clinico San Borja Arriarian;30;30;$153.570;$0;Completado;ABACAVIR LAMIVUDINE 600 300 MG   KIVEXA 
18846;2132130035;21-03-2023;61608604-9;Hospital Clinico San Borja Arriarian;60;60;$48.195;$0;Completado;DARUNAVIR 400MG
18847;3473470011;21-03-2023;76994168-1;ADVANCED STERILIZATION PRODUCTS CHILE SPA;8;2;$1.757.392;$1.318.044;Abierto;TIRAS INDICADORES QUIMICOS X1000
18848;2243921315;21-03-2023;96625950-7;TECNIKA S.A.;270;270;$1.114.911;$0;Completado;MEDIA ANTIEMBOLICA XL
18848;2243921305;21-03-2023;96625950-7;TECNIKA S.A.;200;200;$737.800;$0;Completado;MEDIA ANTIEMBOLICA L
18849;3400000225;21-03-2023;92288000-K;Drogueria Hofmann Ltda y Cia en CPA;1200;1200;$1.842.120;$0;Completado;LAPIZ ELECTROBISTURI 
18850;2222220048;21-03-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;600;600;$2.213.400;$0;Completado;FILTRO DE ALIMENTACION ENTERAL  LIPIFIL 
18851;2137312000;21-03-2023;76956140-4;Ethon Pharmaceuticals Ltda.;15000;14850;$28.863.450;$288.635;Abierto;AMPICILINA SULBACTAM 1 5G
18852;2249512752;21-03-2023;76137142-8;SOCIEDAD DISTRIBUIDORA Y COMERCIAL GLIOCORP S.A.;60;60;$1.677.900;$0;Completado;HEMOSTATICO ABSORBIBLE SURGICELL FIBRILAR
18853;900000004;21-03-2023;93366000-1;COMERCIAL IBF LIMITADA;600;600;$1.492.260;$0;Completado;BATA PROCED Yquot
18854;2222220013;21-03-2023;86397000-8;DIPROMED S A;100;100;$198.135;$0;Completado;SONDA FOLEY 2 VIAS 12 FR SILICONADA 
18855;2220000503;21-03-2023;92288000-K;Drogueria Hofmann Ltda y Cia en CPA;6;3;$464.100;$232.050;Completado;MASCARA LARINGEA N  3
18856;2110000046;22-03-2023;79722860-5;WINKLER LIMITADA;35;35;$124.950;$0;Completado;XILOL EN FRASCO VIDRIO 1000 ML
18857;28000924;22-03-2023;81210400-4;Reutter SA;2300;2300;$1.915.900;$0;Completado;MASCARILLA GRUESA TRES PLIEGUES Y CAPAS CON ELASTI
18858;2250000767;22-03-2023;94544000-7;MEGALABS CHILE S.A.;20;20;$359.332;$0;Completado;MANGA PAPEL MED. 7.5X200 MT
18859;72706253;22-03-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;600;600;$706.860;$0;Completado;FRESUBIN PROTEIN ENERGY 200ML  EX ENSURE CLINICAL 
18860;2410000391;22-03-2023;76261586-K;BIOMUNDO SPA.;500;0;$3.837.750;$3.837.750;Completado;JERINGA PARA INYECTORA
18861;99140126;22-03-2023;76215260-6;NEMO CHILE S.A.;2880;2880;$1.850.688;$0;Completado;PATO CARTON DESECHABLE ENERTAK
18862;90003670;22-03-2023;76215260-6;NEMO CHILE S.A.;4800;4800;$1.942.080;$0;Completado;CHATA DESECHABLE DE CARTON
18863;2170000021;22-03-2023;96604460-8;Ecolab S.A;168;168;$1.028.588;$0;Completado;CLORHEXIDINA SOL. 4  1L
18864;120120206;22-03-2023;76204454-4;INVERSIONES GARFER LIMITADA;20;0;$77.501;$77.501;Completado;REACTIVO DETERMINACION PH
18864;120120207;22-03-2023;76204454-4;INVERSIONES GARFER LIMITADA;20;0;$77.501;$77.501;Completado;REACTIVO DETERMINACION CLORO
18865;120120207;22-03-2023;76204454-4;INVERSIONES GARFER LIMITADA;20;20;$77.501;$0;Completado;REACTIVO DETERMINACION CLORO
18865;120120206;22-03-2023;76204454-4;INVERSIONES GARFER LIMITADA;20;20;$77.501;$0;Completado;REACTIVO DETERMINACION PH
18866;50001094;22-03-2023;93558000-5;DISTRIBUIDORA PAPELES INDUSTRIALES S.A.;600;600;$2.299.794;$0;Completado;PAPEL MULTIPROPOSITO CARTA
18866;50001092;22-03-2023;93558000-5;DISTRIBUIDORA PAPELES INDUSTRIALES S.A.;400;400;$1.769.292;$0;Completado;PAPEL MULTIPROPOSITO OFICIO
18867;90001085;22-03-2023;76276884-4;SERVITAL SERVICIOS INTEGRAL LTDA;10000;10000;$1.725.500;$0;Completado;BOLSA CARAMELO 70 X 90 PAQUETE 10 UD.
18868;72706264;22-03-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;480;480;$3.541.440;$0;Completado;FRESUBIN 2 KCAL X 500 CC X 15
18869;70000030;22-03-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;300;300;$821.100;$0;Completado;GLUTAMINA PLUS
18870;2622620019;22-03-2023;77807840-6;RECETARIO MAGISTRAL ENDOVENOSO S.A.;12;12;$214.200;$0;Completado;OMEGAVEN 10  100ML
18870;2622620018;22-03-2023;77807840-6;RECETARIO MAGISTRAL ENDOVENOSO S.A.;25;25;$2.499.000;$0;Completado;NPT MAGISTRAL 1001 A 3000 ML
18871;3403400037;22-03-2023;77067168-K;FRIMED SPA;2;2;$3.308.200;$0;Completado;PROTESIS GORE TEX ANILLOS REMOVIBLES 6 MM X 70 CM 
18872;2254196663;22-03-2023;76131542-0;MEDCORP S.A.;10;10;$5.236.000;$0;Completado;KIT APOSITO ESPONJA ABDOMEN ABIERTO
18873;2250000904;22-03-2023;76215260-6;NEMO CHILE S.A.;10560;2520;$2.731.307;$2.079.518;Abierto;VENDA ELASTICADA ELASTOMULL 8 CM
18873;2250000908;22-03-2023;76215260-6;NEMO CHILE S.A.;7560;3440;$2.947.221;$1.606.157;Abierto;VENDA ELASTICADA ELASTOMULL 12 CM
18874;90000619;23-03-2023;80447400-5;MUNNICH PHARMA MEDICAL LIMITADA;30000;30000;$4.641.000;$0;Completado;PECHERA CON MANGA DESECHABLE
18875;2115425957;23-03-2023;79581120-6;Difem Laboratorios S.A.;605;600;$1.799.155;$14.869;Abierto;ALCOHOL ETILICO 65 70 GEL 340 500 ML
18876;2410000391;23-03-2023;76261586-K;BIOMUNDO SPA.;150;150;$1.151.325;$0;Completado;JERINGA PARA INYECTORA
18877;8007410216;23-03-2023;61608700-2;Cenabast;1000000;35;$7.711.000.000;$7.710.730.115;Abierto;ARTESUNATO 60 MG I.V  I.M. FA.
18878;8007410216;23-03-2023;61608700-2;Cenabast;1000000;12;$7.711.000.000;$7.710.907.468;Abierto;ARTESUNATO 60 MG I.V  I.M. FA.
18879;20000123;23-03-2023;79785840-4;ORTOMEDICA LIFANTE S.A;2;2;$65.450;$0;Completado;COJIN ANTIESCARAS
18880;2139925023;23-03-2023;59043540-6;MERCK SHARP Y DOHME  IA  LLC  AGENCIA EN CHILE;300;0;$16.477.049;$16.477.049;Completado;CEFTOLOZANO TAZOBACTAM EV 1.0g 0.5g
18881;2620000004;23-03-2023;76328242-2;ASPEN Chile S.A;40;40;$661.402;$0;Completado;CISATRACURIO 20 MG
18882;240240007;23-03-2023;70884700-3;UNIVERSIDAD FINIS TERRAE;5;5;$749.950;$0;Completado;MESA ARSENALERA 120X60X85 CM ALTO
18883;2220000250;23-03-2023;96625950-7;TECNIKA S.A.;1500;1500;$1.445.850;$0;Completado;FILTRO BACTERIANO HMEF   1000
18884;2139925023;23-03-2023;59043540-6;MERCK SHARP Y DOHME  IA  LLC  AGENCIA EN CHILE;300;300;$16.477.049;$0;Completado;CEFTOLOZANO TAZOBACTAM EV 1.0g 0.5g
